Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Press,Pass Types_Sw,Pass Types_Crs,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Height_Ground,Height_Low,Height_High,Body Parts_Left,Body Parts_Right,Body Parts_Head,Body Parts_TI,Body Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Receiving_Targ,Receiving_Rec,Receiving_Rec%,Miscon,Dispos,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_Drib,SCA Types_Sh,SCA Types_Fld,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_Drib,GCA Types_Sh,GCA Types_Fld,GCA Types_OG,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Playing Time_MP,Playing Time_Starts,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xA,Per 90 Minutes_xG,Per 90 Minutes_xA,Per 90 Minutes_xG+xA,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,xGChain,xGBuildup,xPassing%,shot_chain%,key_pass_chain%
Christian Atsu,gh GHA,FWMF,Newcastle Utd,27,1992,8.3,163,208,78.4,2588,560,6,14,42.9,132,150,88.0,25,44,56.8,3,0.9,2.1,13,2,11,4,21,208,198,10,2,1,45,8,17,6,2,2,0,147,20,41,168,26,9,1,0,163,2,5,4,6,332,12,82,133,158,20,323,19,40,47.5,21,1,255,1974,1173,321,215,67.0,21,20,22,2.64,17,2,2,0,1,3,0.36,2,1,0,0,0,0,0,5,1,20.0,0.6,0.12,0.0,0.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,19,6,0,3,0,0,2,0,0.0,0.36,0.36,0.0,0.36,0.9,0.02,0.11,0.13,0.02,0.13,1.53348910808563,0.70730471983552,0.7838890987835699,0.32751980502587674,0.12701376666753914
Divock Origi,be BEL,FW,Liverpool,24,1995,8.0,158,219,72.1,2486,349,6,9,66.7,132,168,78.6,20,42,47.6,1,0.2,0.8,6,5,9,2,12,219,217,2,0,0,66,13,18,0,0,0,0,139,37,43,29,165,10,1,3,158,1,6,4,8,342,6,26,142,202,45,340,11,26,42.3,13,1,255,1863,1166,387,256,66.1,21,24,23,2.89,11,0,6,2,3,4,0.5,0,0,1,1,1,1,4,14,6,42.9,1.76,0.75,0.29,0.67,0,0,0,2.0,2.0,0.14,2.0,2.0,28,7,4,1,0,0,1,0,0.5,0.13,0.63,0.5,0.63,0.2,0.25,0.03,0.28,0.25,0.28,3.53644574247301,0.834247447550297,0.6644973502749291,0.5063455608263698,0.1256055606823459
Ondrej Duda,sk SVK,MF,Norwich City,24,1994,8.0,298,382,78.0,4770,1184,14,27,51.9,239,271,88.2,45,84,53.6,0,1.0,-1.0,14,17,10,2,37,382,345,37,10,0,73,17,43,24,8,15,0,226,82,74,41,309,13,1,11,298,0,7,7,13,467,16,79,250,156,9,429,5,12,41.7,5,3,278,1230,526,401,307,76.6,14,3,25,3.11,15,6,1,2,1,2,0.25,1,0,0,1,0,0,0,10,3,30.0,1.24,0.37,0.0,0.0,2,0,0,0.8,0.8,0.08,-0.8,-0.8,10,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.13,0.23,0.1,0.23,1.98860466852784,1.07398661784828,0.7678823146334589,0.35413141121858027,0.13377747282389157
Junior Stanislas,eng ENG,MFDF,Bournemouth,29,1989,7.9,222,310,71.6,3619,1365,8,17,47.1,177,221,80.1,37,72,51.4,0,0.8,-0.8,11,14,12,1,41,310,275,35,12,1,62,11,37,16,8,5,1,190,61,59,26,263,4,6,2,222,1,7,4,15,387,10,68,148,196,18,348,13,21,61.9,14,2,271,1781,978,309,255,82.5,10,9,24,3.03,13,7,2,2,0,4,0.51,1,0,1,2,0,0,3,16,6,37.5,2.02,0.76,0.13,0.33,3,1,1,1.6,0.8,0.05,1.4,1.2,15,7,3,0,1,1,1,0,0.38,0.0,0.38,0.25,0.25,0.8,0.2,0.1,0.3,0.1,0.2,2.25274484883994,1.58028977550566,0.641826106840745,0.47572801583280466,0.14343017121072346
Joël Matip,cm CMR,DF,Liverpool,27,1991,7.8,448,514,87.2,10265,3136,1,3,33.3,285,311,91.6,162,200,81.0,0,0.0,0.0,0,44,2,0,39,514,498,16,12,0,74,13,1,0,0,0,0,384,62,68,56,417,23,4,1,448,0,14,7,3,626,48,276,365,34,10,610,2,2,100.0,2,0,398,2513,1768,412,408,99.0,1,2,5,0.64,4,0,0,0,1,0,0.0,0,0,0,0,0,0,1,4,1,25.0,0.51,0.13,0.25,1.0,0,0,0,0.3,0.3,0.08,0.7,0.7,9,8,1,0,0,0,0,0,0.13,0.0,0.13,0.13,0.13,0.0,0.04,0.0,0.04,0.04,0.04,1.5552880205214,1.53962386213243,0.888248414454614,0.20353705262560107,0.029529645111561642
Steven Bergwijn,nl NED,FWMF,Tottenham,21,1997,7.8,225,259,86.9,3150,545,10,15,66.7,193,215,89.8,22,29,75.9,1,1.0,0.0,13,10,11,4,18,259,247,12,4,0,68,2,10,3,2,0,0,178,50,31,11,224,11,2,5,225,0,5,2,3,351,4,53,171,160,27,339,10,26,38.5,13,0,235,1852,1143,342,233,68.1,12,16,26,3.32,22,0,2,0,2,1,0.13,1,0,0,0,0,0,3,9,4,44.4,1.15,0.51,0.33,0.75,0,0,0,1.2,1.2,0.13,1.8,1.8,14,8,3,1,0,0,2,0,0.38,0.13,0.51,0.38,0.51,1.0,0.15,0.12,0.27,0.15,0.27,2.9552243873477,1.40371672436595,0.7690680416365621,0.24142408083720723,0.10647542101238522
Lukas Rupp,de GER,FWMF,Norwich City,28,1991,7.7,196,260,75.4,2849,670,9,23,39.1,172,204,84.3,15,33,45.5,0,0.9,-0.9,8,13,4,1,13,260,252,8,2,2,62,2,2,0,0,0,0,154,65,41,50,193,9,4,0,196,0,3,9,13,342,19,95,176,91,15,335,9,15,60.0,9,0,231,1128,408,281,216,76.9,13,13,14,1.81,12,1,0,1,0,0,0.0,0,0,0,0,0,0,0,4,2,50.0,0.52,0.26,0.0,0.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,12,8,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.04,0.12,0.16,0.04,0.16,2.55483096744865,0.923510366119444,0.742519453341643,0.3782241331676719,0.11778713359988727
Callum Robinson,ie IRL,FW,Sheffield Utd,24,1995,7.5,117,155,75.5,1785,293,5,10,50.0,97,120,80.8,15,25,60.0,1,0.5,0.5,4,5,3,1,7,155,146,9,0,1,38,9,15,0,0,0,0,105,26,24,31,114,4,1,2,117,0,5,3,7,230,0,23,97,124,31,221,7,15,46.7,9,0,176,1048,519,366,165,45.1,14,17,11,1.46,9,0,0,1,0,2,0.27,1,0,0,0,0,1,1,13,3,23.1,1.73,0.4,0.08,0.33,0,0,0,2.1,2.1,0.16,-1.1,-1.1,16,9,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,0.5,0.28,0.07,0.35,0.28,0.35,2.83560072816908,0.701838643290103,0.797554774636463,0.4533316372316256,0.09833616148949537
Bernardo,br BRA,DF,Brighton,24,1995,7.5,286,383,74.7,4721,2080,4,15,26.7,241,296,81.4,41,72,56.9,0,0.2,-0.2,3,25,8,3,50,383,332,51,1,0,81,1,17,0,0,0,0,199,92,92,254,32,25,50,2,286,0,12,9,14,483,30,160,211,142,14,433,9,12,75.0,10,0,281,1724,1003,327,285,87.2,13,10,10,1.33,9,1,0,0,0,0,0.0,0,0,0,0,0,0,0,7,2,28.6,0.93,0.27,0.0,0.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,14,7,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.02,0.06,0.03,0.06,2.12007164396346,1.3338909484446,0.735988060424777,0.4007523586272037,0.08994234403166215
Michael Obafemi,ie IRL,FW,Southampton,19,2000,7.4,112,144,77.8,1435,216,9,20,45.0,92,112,82.1,11,12,91.7,2,1.2,0.8,10,2,2,0,5,144,142,2,0,1,50,1,2,0,0,0,0,92,37,15,14,112,7,0,5,112,0,3,6,9,238,0,14,114,123,37,236,18,31,58.1,20,0,188,1059,531,329,182,55.3,29,18,18,2.44,13,0,3,2,0,2,0.27,2,0,0,0,0,0,3,12,4,33.3,1.62,0.54,0.25,0.75,0,0,0,1.9,1.9,0.16,1.1,1.1,21,8,3,2,0,0,1,0,0.41,0.27,0.68,0.41,0.68,1.2,0.25,0.17,0.42,0.25,0.42,2.88379321061075,0.51516548730433,0.8101614168731941,0.4055083997358573,0.1267758793064682
Martinelli,br BRA,FW,Arsenal,18,2001,7.4,86,138,62.3,1242,373,2,13,15.4,75,109,68.8,9,16,56.3,0,0.2,-0.2,2,2,6,1,11,138,136,2,1,1,41,1,22,0,0,0,0,78,32,28,23,102,7,1,1,86,0,0,5,13,275,10,62,111,131,40,273,12,30,40.0,13,0,190,1839,1243,311,181,58.2,24,21,8,1.09,5,0,2,0,1,0,0.0,0,0,0,0,0,0,3,12,5,41.7,1.63,0.68,0.25,0.6,0,0,0,2.2,2.2,0.18,0.8,0.8,14,6,3,0,0,0,1,0,0.41,0.0,0.41,0.41,0.41,0.2,0.3,0.03,0.33,0.3,0.33,2.99593302980065,0.639907656237483,0.7001114875914201,0.6435323039947921,0.12942265316389714
Max Meyer,de GER,MFFW,Crystal Palace,23,1995,7.3,160,213,75.1,2199,607,10,26,38.5,137,161,85.1,13,26,50.0,0,0.7,-0.7,5,12,8,2,18,213,211,2,1,1,52,0,9,0,0,0,0,160,31,22,68,132,11,1,0,160,1,1,7,14,300,3,57,152,118,24,299,4,12,33.3,4,0,218,1268,612,279,212,76.0,12,13,11,1.51,10,0,0,0,1,1,0.14,1,0,0,0,0,0,0,9,2,22.2,1.24,0.27,0.0,0.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7,17,6,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.09,0.1,0.19,0.09,0.19,0.856347929686308,0.379644135013223,0.764311689200282,0.40557912350861924,0.09978284742703969
Pedro,es ESP,FW,Chelsea,32,1987,7.3,259,331,78.2,4261,967,6,18,33.3,215,253,85.0,38,60,63.3,1,0.8,0.2,18,8,12,1,24,331,328,3,1,3,89,9,21,1,0,1,0,223,61,47,102,211,13,1,3,259,0,5,6,12,424,5,52,212,194,44,422,16,27,59.3,17,1,343,2326,1063,395,321,81.3,12,7,34,4.63,23,1,4,4,2,4,0.54,2,0,1,1,0,0,1,23,9,39.1,3.13,1.23,0.04,0.11,0,0,0,2.9,2.9,0.13,-1.9,-1.9,11,8,1,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27,0.8,0.39,0.11,0.5,0.39,0.5,4.75402640365064,1.5569444578141,0.80757641620488,0.4585513162697009,0.1689622047266424
Josip Drmić,ch SUI,FWMF,Norwich City,26,1992,7.2,125,164,76.2,1674,187,7,14,50.0,107,125,85.6,11,25,44.0,0,0.4,-0.4,3,5,0,0,5,164,152,12,0,0,49,5,3,2,2,0,0,102,44,18,19,121,7,1,9,125,0,4,4,3,241,6,20,135,96,24,229,6,14,42.9,6,1,155,682,260,301,160,53.2,25,13,11,1.53,7,0,1,2,1,1,0.14,0,0,1,0,0,0,1,13,5,38.5,1.81,0.7,0.08,0.2,0,0,0,2.6,2.6,0.24,-1.6,-1.6,21,5,1,0,0,0,0,1,0.14,0.0,0.14,0.14,0.14,0.4,0.36,0.06,0.42,0.36,0.42,2.3794469460845,0.244455378502607,0.840903223412702,0.45460965473699266,0.08907591294938094
Mario Vrančić,ba BIH,MF,Norwich City,30,1989,7.1,338,433,78.1,5888,1762,8,18,44.4,269,309,87.1,61,106,57.5,0,1.1,-1.1,8,32,6,0,49,433,420,13,10,2,95,9,7,1,1,0,0,275,71,87,325,70,25,2,2,338,3,4,11,7,526,12,125,308,121,12,514,3,5,60.0,3,1,332,1890,1156,394,362,91.9,4,11,22,3.11,16,0,0,4,2,0,0.0,0,0,0,0,0,0,1,14,3,21.4,1.98,0.42,0.07,0.33,2,0,0,1.6,1.6,0.12,-0.6,-0.6,20,6,1,0,0,0,3,0,0.14,0.0,0.14,0.14,0.14,1.1,0.23,0.16,0.39,0.23,0.39,1.72039030585438,1.22614541463554,0.803370130004648,0.3804595092733558,0.09766682707744032
Eddie Nketiah,eng ENG,FW,Arsenal,20,1999,7.0,111,140,79.3,1668,248,2,10,20.0,96,114,84.2,13,16,81.3,0,0.7,-0.7,5,6,3,0,9,140,129,11,0,0,22,0,1,0,0,0,0,111,17,12,22,109,6,0,1,111,0,2,3,7,234,8,29,128,93,30,223,10,16,62.5,11,1,174,1064,454,266,166,62.4,26,18,11,1.56,7,0,2,0,2,0,0.0,0,0,0,0,0,0,2,15,5,33.3,2.13,0.71,0.13,0.4,0,0,0,3.2,3.2,0.22,-1.2,-1.2,13,7,2,0,0,0,0,1,0.28,0.0,0.28,0.28,0.28,0.7,0.46,0.09,0.56,0.46,0.56,4.13464970141649,0.578408159315586,0.741437987730439,0.44246050835201645,0.09839811233165746
Reiss Nelson,eng ENG,FW,Arsenal,19,1999,7.0,186,234,79.5,2931,812,7,17,41.2,151,173,87.3,28,44,63.6,0,0.7,-0.7,10,8,9,4,26,234,214,20,4,1,51,9,26,14,6,6,0,164,35,35,31,198,3,1,1,186,0,2,8,9,328,6,49,152,158,34,310,16,29,55.2,17,0,249,1756,1033,320,235,73.4,14,14,21,3.0,12,4,2,2,1,1,0.14,0,0,0,1,0,0,1,11,4,36.4,1.57,0.57,0.09,0.25,0,0,0,0.9,0.9,0.08,0.1,0.1,17,7,1,0,0,0,1,0,0.14,0.0,0.14,0.14,0.14,0.7,0.12,0.1,0.22,0.12,0.22,1.92801160365343,0.759888520464301,0.7206908980718789,0.3600708391827052,0.1218888024623552
Arnaut Groeneveld,nl NED,MF,Bournemouth,22,1997,7.0,181,227,79.7,3152,765,5,16,31.3,141,168,83.9,35,43,81.4,0,0.3,-0.3,5,10,5,1,23,227,221,6,1,0,63,5,9,3,2,1,0,160,41,26,30,184,10,2,0,181,1,4,5,14,310,5,61,153,133,29,303,21,37,56.8,23,0,244,2144,1286,304,241,79.3,15,14,8,1.14,5,1,0,0,2,0,0.0,0,0,0,0,0,0,0,13,4,30.8,1.86,0.57,0.0,0.0,1,0,0,1.2,1.2,0.09,-1.2,-1.2,14,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.16,0.04,0.2,0.16,0.2,1.2045335508883,0.269083058461547,0.8315993481272589,0.375888152734438,0.08813575733068321
Andy Carroll,eng ENG,FW,Newcastle Utd,30,1989,7.0,134,207,64.7,2212,482,7,15,46.7,104,150,69.3,23,42,54.8,4,1.7,2.3,11,12,9,2,17,207,202,5,0,1,102,7,5,0,0,0,0,78,63,66,81,45,13,0,11,134,1,7,2,4,320,26,44,148,137,31,315,5,8,62.5,6,1,156,668,217,404,232,57.4,28,19,20,2.85,19,0,0,0,1,7,1.0,7,0,0,0,0,0,0,15,3,20.0,2.14,0.43,0.0,0.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9,19,4,0,4,0,0,1,0,0.0,0.57,0.57,0.0,0.57,1.7,0.13,0.24,0.36,0.13,0.36,2.18872873112559,1.04943607375026,0.760237079859736,0.5683241299456689,0.16607202053189618
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,28,1990,6.9,132,192,68.8,2533,691,1,5,20.0,97,122,79.5,34,65,52.3,1,0.8,0.2,10,4,9,8,20,192,185,7,0,0,40,16,35,6,6,0,0,99,33,60,151,28,9,1,0,132,0,3,1,5,249,10,35,86,147,27,240,6,8,75.0,6,1,179,1177,568,216,159,73.6,4,7,22,3.19,17,2,1,1,1,2,0.29,2,0,0,0,0,0,1,11,2,18.2,1.59,0.29,0.09,0.5,2,0,0,1.1,1.1,0.1,-0.1,-0.1,12,6,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,0.8,0.16,0.12,0.28,0.16,0.28,1.56579417735338,1.00573065504432,0.616039886484941,0.5056813276299555,0.15227729233531934
Demarai Gray,eng ENG,MFFW,Leicester City,23,1996,6.9,271,326,83.1,4329,850,6,22,27.3,228,250,91.2,37,54,68.5,3,1.6,1.4,15,12,13,4,28,326,312,14,4,3,70,11,31,6,3,1,1,244,48,34,27,286,2,4,5,271,2,4,3,14,431,4,46,185,247,40,415,11,27,40.7,13,0,351,2741,1573,407,325,79.9,18,20,29,4.2,25,1,1,1,1,6,0.87,5,0,0,0,1,0,2,21,6,28.6,3.04,0.87,0.1,0.33,3,0,1,2.5,1.8,0.08,-0.5,0.2,21,3,2,3,0,1,1,0,0.29,0.43,0.72,0.29,0.72,1.6,0.36,0.23,0.59,0.25,0.48,4.81944571062923,1.81153411790729,0.7526557813784209,0.3664931150840087,0.142196146349493
Ben Osborn,eng ENG,MFDF,Sheffield Utd,24,1994,6.6,179,259,69.1,2906,738,6,18,33.3,144,175,82.3,29,66,43.9,0,0.9,-0.9,7,11,5,2,16,259,245,14,2,1,64,5,16,3,0,1,1,143,64,52,198,33,11,9,1,179,2,10,4,13,323,18,69,131,145,16,309,3,6,50.0,3,0,178,1018,449,239,199,83.3,8,4,13,1.97,11,0,0,1,1,4,0.61,3,0,0,1,0,0,0,3,1,33.3,0.45,0.15,0.0,0.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,13,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.13,0.18,0.05,0.18,2.33320881426334,1.5885962843895,0.710614500324598,0.4512785575182461,0.13253450792713517
Matthew Longstaff,eng ENG,MF,Newcastle Utd,19,2000,6.4,193,237,81.4,3607,653,3,8,37.5,145,167,86.8,45,62,72.6,0,0.2,-0.2,3,12,4,1,13,237,232,5,3,0,34,5,2,0,0,0,0,161,30,46,21,200,13,0,0,193,0,4,6,4,274,9,67,167,48,5,270,5,7,71.4,5,0,169,598,228,206,192,93.2,4,8,6,0.94,6,0,0,0,0,1,0.16,1,0,0,0,0,0,2,4,2,50.0,0.63,0.31,0.5,1.0,0,0,0,0.4,0.4,0.11,1.6,1.6,9,6,2,0,0,0,1,0,0.31,0.0,0.31,0.31,0.31,0.2,0.07,0.03,0.1,0.07,0.1,1.10648333653808,0.250694546848536,0.898519650563393,0.3015961339029338,0.07095201413545937
Maya Yoshida,jp JPN,DF,Southampton,30,1988,6.2,207,247,83.8,4034,1317,3,4,75.0,151,167,90.4,53,76,69.7,0,0.0,0.0,0,10,1,0,12,247,239,8,5,0,32,8,0,0,0,0,0,171,24,52,49,174,14,3,4,207,1,7,3,3,317,38,166,143,20,6,309,1,1,100.0,1,0,170,820,287,194,187,96.4,1,3,1,0.16,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,3,75.0,0.64,0.48,0.0,0.0,0,0,0,0.5,0.5,0.12,-0.5,-0.5,8,6,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,0.665345230139792,0.58598592877388,0.84672893513077,0.2675041578050399,0.042219723028421696
Keinan Davis,eng ENG,FW,Aston Villa,21,1998,6.1,107,141,75.9,1475,201,5,11,45.5,94,118,79.7,8,12,66.7,0,0.2,-0.2,7,7,2,0,8,141,135,6,0,0,56,0,1,0,0,0,0,101,22,18,98,20,6,1,2,107,0,3,1,5,224,5,17,102,122,33,219,9,15,60.0,9,1,168,1169,571,311,179,57.6,19,19,20,3.28,11,0,1,4,4,3,0.49,1,0,0,1,1,0,0,16,5,31.3,2.63,0.82,0.0,0.0,0,0,0,1.9,1.9,0.12,-1.9,-1.9,18,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.04,0.35,0.32,0.35,2.63828721176833,1.30678142234683,0.791642655248602,0.4719409853397092,0.12028044612556524
Japhet Tanganga,eng ENG,DF,Tottenham,20,1999,5.8,188,232,81.0,3242,1096,1,13,7.7,148,166,89.2,39,53,73.6,0,0.0,0.0,0,9,0,0,17,232,195,37,4,0,38,5,2,0,0,0,0,135,59,38,21,151,13,33,1,188,0,5,3,11,320,32,137,162,38,2,286,7,10,70.0,7,0,166,855,455,171,156,91.2,5,8,2,0.34,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,1,33.3,0.51,0.17,0.0,0.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,6,6,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.748959809541702,0.70845702663064,0.7956808849512841,0.2963567070584161,0.05074204357205858
Valentino Lazaro,at AUT,DFMF,Newcastle Utd,23,1996,5.3,158,194,81.4,2664,1051,5,7,71.4,127,138,92.0,26,49,53.1,0,0.2,-0.2,6,8,4,1,12,194,165,29,4,0,30,5,13,11,1,4,5,113,35,46,22,148,6,14,1,158,1,2,5,3,240,18,92,96,64,7,211,12,20,60.0,15,0,161,911,470,190,148,77.9,5,6,8,1.5,4,2,1,1,0,0,0.0,0,0,0,0,0,0,1,4,1,25.0,0.75,0.19,0.25,1.0,0,0,0,0.4,0.4,0.11,0.6,0.6,13,4,1,0,0,0,0,1,0.19,0.0,0.19,0.19,0.19,0.2,0.08,0.04,0.12,0.08,0.12,1.67484549898654,1.18880097288638,0.6439937236478799,0.30267776524607615,0.10522640018081664
Robbie Brady,ie IRL,MF,Burnley,27,1992,5.0,108,167,64.7,1703,673,3,8,37.5,89,118,75.4,16,41,39.0,2,0.3,1.7,8,6,7,1,22,167,158,9,3,0,49,4,12,4,4,0,0,87,29,51,119,21,14,2,0,108,1,5,6,4,249,13,47,102,118,15,238,4,10,40.0,5,0,148,846,404,186,149,80.1,12,9,13,2.58,9,2,0,1,1,3,0.59,3,0,0,0,0,0,1,12,1,8.3,2.38,0.2,0.08,1.0,2,0,0,1.1,1.1,0.09,-0.1,-0.1,17,5,1,2,0,0,1,0,0.2,0.4,0.59,0.2,0.59,0.3,0.21,0.06,0.27,0.21,0.27,1.49576287344098,0.888665825128555,0.635274956619066,0.6006468042884168,0.17250826963775176
Anthony Gordon,eng ENG,MFFW,Everton,18,2001,4.9,96,124,77.4,1724,454,0,3,0.0,80,96,83.3,16,25,64.0,1,0.4,0.6,6,6,1,0,8,124,114,10,6,1,16,2,8,0,0,0,0,99,12,13,8,112,3,0,1,96,1,2,1,4,197,4,35,107,75,8,189,9,20,45.0,11,0,142,1020,605,165,133,80.6,7,12,9,1.84,7,2,0,0,0,1,0.2,1,0,0,0,0,0,0,6,1,16.7,1.23,0.2,0.0,0.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,11,4,0,1,0,0,0,0,0.0,0.2,0.2,0.0,0.2,0.4,0.05,0.07,0.12,0.05,0.12,0.895637210458517,0.328934893012047,0.613094835540265,0.3739376616277774,0.11999070128900169
Florian Lejeune,fr FRA,DF,Newcastle Utd,28,1991,4.9,136,187,72.7,2876,1077,0,3,0.0,97,117,82.9,39,67,58.2,0,0.1,-0.1,1,9,0,0,13,187,169,18,6,0,41,8,2,0,0,0,0,106,23,58,40,120,7,12,0,136,0,7,3,2,249,22,136,103,18,5,231,2,3,66.7,2,0,123,592,227,117,112,95.7,0,5,1,0.2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,2,4,3,75.0,0.81,0.61,0.5,0.67,0,0,0,0.5,0.5,0.12,1.5,1.5,6,4,2,0,0,0,0,0,0.41,0.0,0.41,0.41,0.41,0.1,0.1,0.01,0.11,0.1,0.11,0.268942289054394,0.206484097987413,0.825935870823002,0.426319539547677,0.08179292148522616
Jeremy Ngakia,eng ENG,DF,West Ham,18,2000,4.9,89,161,55.3,1410,740,0,6,0.0,77,109,70.6,12,46,26.1,0,0.0,0.0,0,3,2,1,14,161,116,45,0,0,40,3,12,0,0,0,0,54,34,73,18,84,8,45,1,89,0,4,8,9,220,20,103,90,44,1,177,8,12,66.7,8,0,113,802,540,101,88,87.1,4,4,2,0.41,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,100.0,0.2,0.2,0.0,0.0,0,0,0,0.0,0.0,0.03,0.0,0.0,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.891964820213616,0.877928313799202,0.633856368977114,0.645945908483216,0.13077694325991626
Wes Morgan,jm JAM,DF,Leicester City,35,1984,4.8,220,238,92.4,4281,1033,2,4,50.0,171,179,95.5,47,55,85.5,0,0.0,0.0,0,3,0,0,9,238,234,4,4,0,22,0,0,0,0,0,0,203,16,19,29,192,11,0,2,220,2,2,0,2,288,22,137,152,8,4,284,2,2,100.0,2,0,189,867,326,197,194,98.5,3,0,6,1.24,4,0,1,1,0,0,0.0,0,0,0,0,0,0,0,3,1,33.3,0.62,0.21,0.0,0.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,11,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1.20389187335968,0.750761523842812,0.773307793288484,0.1469843588457722,0.021642308712799596
Adam Lallana,eng ENG,MFFW,Liverpool,31,1988,4.2,229,270,84.8,3400,791,6,15,40.0,203,222,91.4,20,33,60.6,1,0.8,0.2,5,23,4,0,18,270,268,2,1,0,48,4,3,0,0,0,0,204,38,28,77,170,13,1,3,229,2,0,4,9,333,7,52,178,126,12,331,2,6,33.3,4,1,236,1117,523,273,236,86.4,5,7,9,2.12,7,0,1,0,1,1,0.24,1,0,0,0,0,0,1,5,1,20.0,1.18,0.24,0.2,1.0,0,0,0,1.0,1.0,0.21,0.0,0.0,15,3,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,0.8,0.25,0.18,0.42,0.25,0.42,3.72050705179572,2.31355026364326,0.829352592740691,0.27137898837564545,0.08494191299452117
Ezequiel Schelotto,it ITA,DF,Brighton,30,1989,4.0,121,169,71.6,2075,711,1,8,12.5,105,129,81.4,15,32,46.9,0,0.0,0.0,0,4,3,1,21,169,129,40,1,0,31,3,16,0,0,0,0,71,57,41,12,105,8,39,0,121,0,3,3,7,232,13,79,82,90,10,192,6,9,66.7,6,1,127,1042,584,153,123,80.4,11,5,3,0.75,1,0,0,1,1,1,0.25,0,0,0,0,1,0,0,5,1,20.0,1.25,0.25,0.0,0.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,8,4,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,0.499479589983821,0.244514655321836,0.774298979140289,0.4642402450361309,0.07893795333914541
